hour,queue_length,arrival_rate,total_pings,data_gap,dayofweek,hourofday
2021-10-29 23:00:00,37,1,1774,False,4,23
2021-10-30 00:00:00,36,1,1409,False,5,0
2021-10-30 01:00:00,39,3,1760,False,5,1
2021-10-30 02:00:00,42,7,1789,False,5,2
2021-10-30 03:00:00,41,2,1838,False,5,3
2021-10-30 04:00:00,38,1,1725,False,5,4
2021-10-30 05:00:00,37,1,1611,False,5,5
2021-10-30 06:00:00,39,4,1714,False,5,6
2021-10-30 07:00:00,37,2,1721,False,5,7
2021-10-30 08:00:00,37,1,1590,False,5,8
2021-10-30 09:00:00,35,0,1658,False,5,9
2021-10-30 10:00:00,36,1,1686,False,5,10
2021-10-30 11:00:00,38,3,1827,False,5,11
2021-10-30 12:00:00,40,3,1739,False,5,12
2021-10-30 13:00:00,42,3,1717,False,5,13
2021-10-30 14:00:00,40,3,1745,False,5,14
2021-10-30 15:00:00,35,0,1662,False,5,15
2021-10-30 16:00:00,35,1,1596,False,5,16
2021-10-30 17:00:00,36,2,1744,False,5,17
2021-10-30 18:00:00,42,7,1897,False,5,18
2021-10-30 19:00:00,44,4,1882,False,5,19
2021-10-30 20:00:00,37,1,1791,False,5,20
2021-10-30 21:00:00,37,2,1838,False,5,21
2021-10-30 22:00:00,38,2,1886,False,5,22
2021-10-30 23:00:00,37,0,1858,False,5,23
2021-10-31 00:00:00,36,1,1611,False,6,0
2021-10-31 01:00:00,37,1,1673,False,6,1
2021-10-31 02:00:00,39,3,1733,False,6,2
2021-10-31 03:00:00,39,3,1847,False,6,3
2021-10-31 04:00:00,38,0,1663,False,6,4
2021-10-31 05:00:00,37,1,1622,False,6,5
2021-10-31 06:00:00,41,4,1609,False,6,6
2021-10-31 07:00:00,40,3,1725,False,6,7
2021-10-31 08:00:00,38,1,1730,False,6,8
2021-10-31 09:00:00,38,1,1736,False,6,9
2021-10-31 10:00:00,43,7,1837,False,6,10
2021-10-31 11:00:00,42,2,1771,False,6,11
2021-10-31 12:00:00,44,6,2034,False,6,12
2021-10-31 13:00:00,42,2,1656,False,6,13
2021-10-31 14:00:00,39,3,1806,False,6,14
2021-10-31 15:00:00,39,4,1736,False,6,15
2021-10-31 16:00:00,37,1,1674,False,6,16
2021-10-31 17:00:00,41,6,1597,False,6,17
2021-10-31 18:00:00,38,1,1666,False,6,18
2021-10-31 19:00:00,35,2,1689,False,6,19
2021-10-31 20:00:00,37,2,1766,False,6,20
2021-10-31 21:00:00,39,4,1787,False,6,21
2021-10-31 22:00:00,40,2,1710,False,6,22
2021-10-31 23:00:00,40,1,1766,False,6,23
2021-11-01 00:00:00,41,1,1772,False,0,0
2021-11-01 01:00:00,44,6,1878,False,0,1
2021-11-01 02:00:00,44,3,1903,False,0,2
2021-11-01 03:00:00,43,0,1845,False,0,3
2021-11-01 04:00:00,42,1,1806,False,0,4
2021-11-01 05:00:00,42,0,1653,False,0,5
2021-11-01 06:00:00,42,1,1829,False,0,6
2021-11-01 07:00:00,45,3,1900,False,0,7
2021-11-01 08:00:00,44,0,1870,False,0,8
2021-11-01 09:00:00,44,3,1859,False,0,9
2021-11-01 10:00:00,44,2,1832,False,0,10
2021-11-01 11:00:00,46,4,1809,False,0,11
2021-11-01 12:00:00,50,9,2026,False,0,12
2021-11-01 13:00:00,47,3,2034,False,0,13
2021-11-01 14:00:00,45,2,1071,False,0,14
2021-11-01 15:00:00,42,1,1659,False,0,15
2021-11-01 16:00:00,43,3,1652,False,0,16
2021-11-01 17:00:00,43,1,1820,False,0,17
2021-11-01 18:00:00,42,2,1702,False,0,18
2021-11-01 19:00:00,39,0,1746,False,0,19
2021-11-01 20:00:00,41,2,1731,False,0,20
2021-11-01 21:00:00,42,2,1753,False,0,21
2021-11-01 22:00:00,43,1,1788,False,0,22
2021-11-01 23:00:00,42,2,1919,False,0,23
2021-11-02 00:00:00,45,3,1979,False,1,0
2021-11-02 01:00:00,44,1,1891,False,1,1
2021-11-02 02:00:00,42,1,1833,False,1,2
2021-11-02 03:00:00,43,4,1874,False,1,3
2021-11-02 04:00:00,45,3,1749,False,1,4
2021-11-02 05:00:00,43,3,1709,False,1,5
2021-11-02 06:00:00,42,1,1752,False,1,6
2021-11-02 07:00:00,41,2,1731,False,1,7
2021-11-02 08:00:00,40,1,1707,False,1,8
2021-11-02 09:00:00,41,2,1142,False,1,9
2021-11-02 10:00:00,40,0,1683,False,1,10
2021-11-02 11:00:00,40,2,1620,False,1,11
2021-11-02 12:00:00,40,1,1633,False,1,12
2021-11-02 13:00:00,39,1,1544,False,1,13
2021-11-02 14:00:00,38,0,1566,False,1,14
2021-11-02 15:00:00,38,1,1578,False,1,15
2021-11-02 16:00:00,38,0,1551,False,1,16
2021-11-02 17:00:00,38,0,1577,False,1,17
2021-11-02 18:00:00,37,0,1527,False,1,18
2021-11-02 19:00:00,37,0,1564,False,1,19
2021-11-02 20:00:00,38,1,1589,False,1,20
2021-11-02 21:00:00,36,0,1609,False,1,21
2021-11-02 22:00:00,38,4,1669,False,1,22
2021-11-02 23:00:00,40,2,1675,False,1,23
2021-11-03 00:00:00,39,1,1609,False,2,0
2021-11-03 01:00:00,40,2,1618,False,2,1
2021-11-03 02:00:00,41,2,1656,False,2,2
2021-11-03 03:00:00,41,0,1646,False,2,3
2021-11-03 04:00:00,38,0,1560,False,2,4
2021-11-03 05:00:00,39,2,1606,False,2,5
2021-11-03 06:00:00,39,1,1589,False,2,6
2021-11-03 07:00:00,38,0,1654,False,2,7
2021-11-03 08:00:00,36,0,1529,False,2,8
2021-11-03 09:00:00,36,0,1627,False,2,9
2021-11-03 10:00:00,37,3,1762,False,2,10
2021-11-03 11:00:00,41,5,1947,False,2,11
2021-11-03 12:00:00,41,3,1881,False,2,12
2021-11-03 13:00:00,36,1,1461,False,2,13
2021-11-03 14:00:00,36,2,1793,False,2,14
2021-11-03 15:00:00,35,0,1698,False,2,15
2021-11-03 16:00:00,35,0,1646,False,2,16
2021-11-03 17:00:00,37,2,1647,False,2,17
2021-11-03 18:00:00,35,1,1706,False,2,18
2021-11-03 19:00:00,35,1,1804,False,2,19
2021-11-03 20:00:00,36,2,1859,False,2,20
2021-11-03 21:00:00,38,3,1798,False,2,21
2021-11-03 22:00:00,38,2,1774,False,2,22
2021-11-03 23:00:00,41,7,1932,False,2,23
2021-11-04 00:00:00,38,0,1528,False,3,0
2021-11-04 01:00:00,36,0,1470,False,3,1
2021-11-04 02:00:00,36,1,1450,False,3,2
2021-11-04 03:00:00,37,2,1515,False,3,3
2021-11-04 04:00:00,38,2,1546,False,3,4
2021-11-04 05:00:00,39,4,1436,False,3,5
2021-11-04 06:00:00,38,1,1659,False,3,6
2021-11-04 07:00:00,39,2,1658,False,3,7
2021-11-04 08:00:00,38,2,1506,False,3,8
2021-11-04 09:00:00,35,2,1729,False,3,9
2021-11-04 10:00:00,34,1,1536,False,3,10
2021-11-04 11:00:00,38,4,1849,False,3,11
2021-11-04 12:00:00,43,4,1443,False,3,12
2021-11-04 13:00:00,40,6,1883,False,3,13
2021-11-04 14:00:00,40,4,1909,False,3,14
2021-11-04 15:00:00,40,6,1744,False,3,15
2021-11-04 16:00:00,39,4,1145,False,3,16
2021-11-04 17:00:00,40,15,1822,False,3,17
2021-11-04 18:00:00,40,7,1773,False,3,18
2021-11-04 19:00:00,41,6,1836,False,3,19
2021-11-04 20:00:00,41,5,1517,False,3,20
2021-11-04 21:00:00,42,13,2008,False,3,21
2021-11-04 22:00:00,44,5,2056,False,3,22
2021-11-04 23:00:00,44,11,2140,False,3,23
2021-11-05 00:00:00,41,4,1673,False,4,0
2021-11-05 01:00:00,42,2,1673,False,4,1
2021-11-05 02:00:00,43,4,1629,False,4,2
2021-11-05 03:00:00,40,0,1655,False,4,3
2021-11-05 04:00:00,44,5,1755,False,4,4
2021-11-05 05:00:00,44,4,1681,False,4,5
2021-11-05 06:00:00,43,3,1614,False,4,6
2021-11-05 07:00:00,45,8,1705,False,4,7
2021-11-05 08:00:00,44,5,1630,False,4,8
2021-11-05 09:00:00,41,2,1697,False,4,9
2021-11-05 10:00:00,39,1,1604,False,4,10
2021-11-05 11:00:00,45,6,1701,False,4,11
2021-11-05 12:00:00,40,2,1758,False,4,12
2021-11-05 13:00:00,39,0,1789,False,4,13
2021-11-05 14:00:00,40,2,1836,False,4,14
2021-11-05 15:00:00,44,5,1586,False,4,15
2021-11-05 16:00:00,42,6,1764,False,4,16
2021-11-05 17:00:00,42,7,1811,False,4,17
2021-11-05 18:00:00,43,7,1588,False,4,18
2021-11-05 19:00:00,46,12,1899,False,4,19
2021-11-05 20:00:00,43,4,2018,False,4,20
2021-11-05 21:00:00,44,9,1914,False,4,21
2021-11-05 22:00:00,43,10,2007,False,4,22
2021-11-05 23:00:00,44,7,2030,False,4,23
2021-11-06 00:00:00,39,1,1721,False,5,0
2021-11-06 01:00:00,41,4,1811,False,5,1
2021-11-06 02:00:00,44,5,1840,False,5,2
2021-11-06 03:00:00,44,4,1753,False,5,3
2021-11-06 04:00:00,44,3,1677,False,5,4
2021-11-06 05:00:00,42,1,1798,False,5,5
2021-11-06 06:00:00,43,5,1686,False,5,6
2021-11-06 07:00:00,44,3,1796,False,5,7
2021-11-06 08:00:00,45,4,1738,False,5,8
2021-11-06 09:00:00,40,3,1755,False,5,9
2021-11-06 10:00:00,42,2,1808,False,5,10
2021-11-06 11:00:00,42,5,1752,False,5,11
2021-11-06 12:00:00,42,4,1770,False,5,12
2021-11-06 13:00:00,41,2,1756,False,5,13
2021-11-06 14:00:00,40,1,1751,False,5,14
2021-11-06 15:00:00,40,1,1697,False,5,15
2021-11-06 16:00:00,44,5,1634,False,5,16
2021-11-06 17:00:00,40,2,1489,False,5,17
2021-11-06 18:00:00,42,2,1800,False,5,18
2021-11-06 19:00:00,41,2,1816,False,5,19
2021-11-06 20:00:00,42,5,1968,False,5,20
2021-11-06 21:00:00,43,6,1962,False,5,21
2021-11-06 22:00:00,43,5,1884,False,5,22
2021-11-06 23:00:00,43,2,1848,False,5,23
2021-11-07 00:00:00,40,1,1751,False,6,0
2021-11-07 01:00:00,39,0,1665,False,6,1
2021-11-07 02:00:00,38,0,1549,False,6,2
2021-11-07 03:00:00,39,1,1681,False,6,3
2021-11-07 04:00:00,38,0,1646,False,6,4
2021-11-07 05:00:00,41,3,1675,False,6,5
2021-11-07 06:00:00,43,2,1778,False,6,6
2021-11-07 07:00:00,41,2,1768,False,6,7
2021-11-07 08:00:00,40,1,1754,False,6,8
2021-11-07 09:00:00,41,3,1512,False,6,9
2021-11-07 10:00:00,42,1,1768,False,6,10
2021-11-07 11:00:00,44,4,1770,False,6,11
2021-11-07 12:00:00,42,1,1827,False,6,12
2021-11-07 13:00:00,43,3,1756,False,6,13
2021-11-07 14:00:00,42,1,1785,False,6,14
2021-11-07 15:00:00,44,4,1889,False,6,15
2021-11-07 16:00:00,41,0,1854,False,6,16
2021-11-07 17:00:00,42,1,1862,False,6,17
2021-11-07 18:00:00,42,2,1878,False,6,18
2021-11-07 19:00:00,39,0,1893,False,6,19
2021-11-07 20:00:00,38,0,1834,False,6,20
2021-11-07 21:00:00,38,0,1784,False,6,21
2021-11-07 22:00:00,39,1,1949,False,6,22
2021-11-07 23:00:00,40,1,1886,False,6,23
2021-11-08 00:00:00,40,5,1849,False,0,0
2021-11-08 01:00:00,40,1,2010,False,0,1
2021-11-08 02:00:00,41,4,1959,False,0,2
2021-11-08 03:00:00,42,2,2009,False,0,3
2021-11-08 04:00:00,42,2,1842,False,0,4
2021-11-08 05:00:00,41,3,1755,False,0,5
2021-11-08 06:00:00,37,0,1742,False,0,6
2021-11-08 07:00:00,37,2,1794,False,0,7
2021-11-08 08:00:00,39,2,1773,False,0,8
2021-11-08 09:00:00,40,2,1787,False,0,9
2021-11-08 10:00:00,41,4,1853,False,0,10
2021-11-08 11:00:00,43,4,1895,False,0,11
2021-11-08 12:00:00,42,5,1802,False,0,12
2021-11-08 13:00:00,42,2,1764,False,0,13
2021-11-08 14:00:00,40,0,1691,False,0,14
2021-11-08 15:00:00,41,3,1664,False,0,15
2021-11-08 16:00:00,37,2,1756,False,0,16
2021-11-08 17:00:00,37,1,1773,False,0,17
2021-11-08 18:00:00,38,4,1950,False,0,18
2021-11-08 19:00:00,40,3,1987,False,0,19
2021-11-08 20:00:00,38,0,1738,False,0,20
2021-11-08 21:00:00,36,2,1901,False,0,21
2021-11-08 22:00:00,36,1,1894,False,0,22
2021-11-08 23:00:00,37,1,1883,False,0,23
2021-11-09 00:00:00,37,1,1753,False,1,0
2021-11-09 01:00:00,39,2,1707,False,1,1
2021-11-09 02:00:00,40,4,1819,False,1,2
2021-11-09 03:00:00,40,1,1761,False,1,3
2021-11-09 04:00:00,41,4,1741,False,1,4
2021-11-09 05:00:00,40,1,1622,False,1,5
2021-11-09 06:00:00,41,4,1632,False,1,6
2021-11-09 07:00:00,40,3,1561,False,1,7
2021-11-09 08:00:00,44,8,1670,False,1,8
2021-11-09 09:00:00,44,3,1610,False,1,9
2021-11-09 10:00:00,43,3,1653,False,1,10
2021-11-09 11:00:00,44,4,1685,False,1,11
2021-11-09 12:00:00,39,1,1830,False,1,12
2021-11-09 13:00:00,41,4,1850,False,1,13
2021-11-09 14:00:00,40,4,1869,False,1,14
2021-11-09 15:00:00,39,6,1866,False,1,15
2021-11-09 16:00:00,40,8,1936,False,1,16
2021-11-09 17:00:00,40,10,1831,False,1,17
2021-11-09 18:00:00,39,4,1994,False,1,18
2021-11-09 19:00:00,39,8,1862,False,1,19
2021-11-09 20:00:00,40,5,1947,False,1,20
2021-11-09 21:00:00,42,4,1945,False,1,21
2021-11-09 22:00:00,39,3,1944,False,1,22
2021-11-09 23:00:00,41,8,2042,False,1,23
2021-11-10 00:00:00,39,2,1880,False,2,0
2021-11-10 01:00:00,38,2,1778,False,2,1
2021-11-10 02:00:00,37,0,1782,False,2,2
2021-11-10 03:00:00,37,0,1737,False,2,3
2021-11-10 04:00:00,36,1,1751,False,2,4
2021-11-10 05:00:00,37,1,1804,False,2,5
2021-11-10 06:00:00,38,1,1830,False,2,6
2021-11-10 07:00:00,40,4,1841,False,2,7
2021-11-10 08:00:00,36,0,1785,False,2,8
2021-11-10 09:00:00,38,1,1826,False,2,9
2021-11-10 10:00:00,40,4,2048,False,2,10
2021-11-10 11:00:00,42,4,2211,False,2,11
2021-11-10 12:00:00,40,2,2191,False,2,12
2021-11-10 13:00:00,42,4,2161,False,2,13
2021-11-10 14:00:00,40,3,2123,False,2,14
2021-11-10 15:00:00,39,5,1889,False,2,15
2021-11-10 16:00:00,36,1,1726,False,2,16
2021-11-10 17:00:00,36,3,1765,False,2,17
2021-11-10 18:00:00,37,1,1656,False,2,18
2021-11-10 19:00:00,39,4,1954,False,2,19
2021-11-10 20:00:00,40,2,1863,False,2,20
2021-11-10 21:00:00,41,3,2021,False,2,21
2021-11-10 22:00:00,43,4,2054,False,2,22
2021-11-10 23:00:00,42,7,2044,False,2,23
2021-11-11 00:00:00,41,2,1617,False,3,0
2021-11-11 01:00:00,40,1,1656,False,3,1
2021-11-11 02:00:00,41,2,1662,False,3,2
2021-11-11 03:00:00,43,2,1766,False,3,3
2021-11-11 04:00:00,44,4,1688,False,3,4
2021-11-11 05:00:00,40,3,1708,False,3,5
2021-11-11 06:00:00,41,3,1445,False,3,6
2021-11-11 07:00:00,41,5,1708,False,3,7
2021-11-11 08:00:00,42,3,1801,False,3,8
2021-11-11 09:00:00,43,3,1826,False,3,9
2021-11-11 10:00:00,43,1,1924,False,3,10
2021-11-11 11:00:00,42,3,1822,False,3,11
2021-11-11 12:00:00,43,4,1883,False,3,12
2021-11-11 13:00:00,44,3,1981,False,3,13
2021-11-11 14:00:00,42,4,1851,False,3,14
2021-11-11 15:00:00,43,6,1852,False,3,15
2021-11-11 16:00:00,42,3,1818,False,3,16
2021-11-11 17:00:00,42,3,1831,False,3,17
2021-11-11 18:00:00,42,4,1851,False,3,18
2021-11-11 19:00:00,45,6,2030,False,3,19
2021-11-11 20:00:00,43,2,1785,False,3,20
2021-11-11 21:00:00,39,3,1666,False,3,21
2021-11-11 22:00:00,40,4,1736,False,3,22
2021-11-11 23:00:00,43,7,1735,False,3,23
2021-11-12 00:00:00,39,0,1672,False,4,0
2021-11-12 01:00:00,38,2,1655,False,4,1
2021-11-12 02:00:00,39,2,1738,False,4,2
2021-11-12 03:00:00,42,5,1766,False,4,3
2021-11-12 04:00:00,43,2,1834,False,4,4
2021-11-12 05:00:00,41,0,1649,False,4,5
2021-11-12 06:00:00,41,2,1673,False,4,6
2021-11-12 07:00:00,39,0,1755,False,4,7
2021-11-12 08:00:00,40,2,1716,False,4,8
2021-11-12 09:00:00,41,1,1777,False,4,9
2021-11-12 10:00:00,40,1,1786,False,4,10
2021-11-12 11:00:00,38,0,1775,False,4,11
2021-11-12 12:00:00,39,1,1754,False,4,12
2021-11-12 13:00:00,41,2,1695,False,4,13
2021-11-12 14:00:00,40,1,1678,False,4,14
2021-11-12 15:00:00,39,3,1649,False,4,15
2021-11-12 16:00:00,43,4,1698,False,4,16
2021-11-12 17:00:00,41,2,1754,False,4,17
2021-11-12 18:00:00,38,2,1693,False,4,18
2021-11-12 19:00:00,38,2,1847,False,4,19
2021-11-12 20:00:00,42,6,1907,False,4,20
2021-11-12 21:00:00,41,1,1810,False,4,21
2021-11-12 22:00:00,43,2,1833,False,4,22
2021-11-12 23:00:00,42,4,1855,False,4,23
2021-11-13 00:00:00,41,1,1828,False,5,0
2021-11-13 01:00:00,40,2,1664,False,5,1
2021-11-13 02:00:00,40,4,1650,False,5,2
2021-11-13 03:00:00,42,3,1695,False,5,3
2021-11-13 04:00:00,40,1,1716,False,5,4
2021-11-13 05:00:00,42,3,1739,False,5,5
2021-11-13 06:00:00,41,2,1600,False,5,6
2021-11-13 07:00:00,43,7,1574,False,5,7
2021-11-13 08:00:00,38,1,1569,False,5,8
2021-11-13 09:00:00,41,3,1599,False,5,9
2021-11-13 10:00:00,39,2,1733,False,5,10
2021-11-13 11:00:00,42,4,1725,False,5,11
2021-11-13 12:00:00,41,3,1859,False,5,12
2021-11-13 13:00:00,41,6,1861,False,5,13
2021-11-13 14:00:00,43,3,1806,False,5,14
2021-11-13 15:00:00,42,3,1691,False,5,15
2021-11-13 16:00:00,40,3,1476,False,5,16
2021-11-13 17:00:00,38,2,1620,False,5,17
2021-11-13 18:00:00,38,2,1547,False,5,18
2021-11-13 19:00:00,42,5,1648,False,5,19
2021-11-13 20:00:00,43,5,1671,False,5,20
2021-11-13 21:00:00,42,5,1815,False,5,21
2021-11-13 22:00:00,43,6,1783,False,5,22
2021-11-13 23:00:00,40,3,1649,False,5,23
2021-11-14 00:00:00,38,1,1519,False,6,0
2021-11-14 01:00:00,38,0,1430,False,6,1
2021-11-14 02:00:00,40,3,1542,False,6,2
2021-11-14 03:00:00,43,2,1550,False,6,3
2021-11-14 04:00:00,40,0,1409,False,6,4
2021-11-14 05:00:00,39,3,1418,False,6,5
2021-11-14 06:00:00,37,0,1419,False,6,6
2021-11-14 07:00:00,37,0,1428,False,6,7
2021-11-14 08:00:00,42,4,1624,False,6,8
2021-11-14 09:00:00,42,3,1497,False,6,9
2021-11-14 10:00:00,39,2,1630,False,6,10
2021-11-14 11:00:00,42,4,1651,False,6,11
2021-11-14 12:00:00,43,3,1536,False,6,12
2021-11-14 13:00:00,40,0,1409,False,6,13
2021-11-14 14:00:00,38,1,1413,False,6,14
2021-11-14 15:00:00,39,6,1470,False,6,15
2021-11-14 16:00:00,39,7,1482,False,6,16
2021-11-14 17:00:00,41,9,1588,False,6,17
2021-11-14 18:00:00,40,6,1709,False,6,18
2021-11-14 19:00:00,39,1,1713,False,6,19
2021-11-14 20:00:00,40,6,1768,False,6,20
2021-11-14 21:00:00,40,2,1784,False,6,21
2021-11-14 22:00:00,40,5,1833,False,6,22
2021-11-14 23:00:00,41,6,1805,False,6,23
