MMSI,arrival,berthed,wait_hours,VesselType
205517000,2021-11-11 15:57:16,2021-11-12 07:00:04,15.046666666666667,80.0
205517000,2021-11-12 08:00:04,2021-11-12 09:41:34,1.6916666666666667,80.0
205760000,2021-10-15 19:43:53,2021-10-15 21:10:42,1.4469444444444444,89.0
205763000,2021-10-18 07:06:55,2021-10-18 08:22:04,1.2525,80.0
205763000,2021-10-18 13:13:24,2021-10-18 13:15:55,0.041944444444444444,80.0
209795000,2021-10-01 00:00:03,2021-10-06 02:00:00,121.99916666666667,74.0
209795000,2021-10-06 07:56:22,2021-10-06 07:58:38,0.03777777777777778,74.0
209795000,2021-10-10 11:34:12,2021-10-10 12:27:58,0.8961111111111111,74.0
210764000,2021-11-04 08:00:09,2021-11-04 09:00:01,0.9977777777777778,70.0
210764000,2021-11-04 09:11:28,2021-11-04 09:30:59,0.3252777777777778,70.0
210764000,2021-11-04 14:19:28,2021-11-04 14:21:23,0.03194444444444444,70.0
210764000,2021-11-04 21:02:49,2021-11-04 21:03:27,0.010555555555555556,70.0
210764000,2021-11-04 21:09:18,2021-11-04 21:09:26,0.0022222222222222222,70.0
210764000,2021-11-04 21:33:39,2021-11-04 21:36:24,0.04583333333333333,70.0
210764000,2021-11-05 17:00:08,2021-11-05 17:10:58,0.18055555555555555,70.0
210764000,2021-11-05 17:27:17,2021-11-05 21:05:57,3.6444444444444444,70.0
211327410,2021-10-16 00:06:45,2021-10-19 03:06:01,74.98777777777778,70.0
211327410,2021-10-19 08:54:18,2021-10-19 08:55:47,0.024722222222222222,70.0
211327410,2021-10-19 11:07:18,2021-10-19 11:09:12,0.03166666666666667,70.0
211327410,2021-10-19 12:54:16,2021-10-19 12:58:04,0.06333333333333334,70.0
211327410,2021-10-19 17:46:03,2021-10-19 17:47:04,0.016944444444444446,70.0
211327410,2021-10-19 18:51:52,2021-10-19 18:55:10,0.055,70.0
211327410,2021-10-19 22:57:31,2021-10-19 22:58:51,0.022222222222222223,70.0
211327410,2021-10-19 23:24:57,2021-10-19 23:28:50,0.06472222222222222,70.0
211327410,2021-10-20 00:47:01,2021-10-20 00:50:39,0.06055555555555556,70.0
211335760,2021-10-01 00:00:04,2021-10-03 21:03:37,69.05916666666667,70.0
211335760,2021-10-03 21:26:59,2021-10-03 21:27:47,0.013333333333333334,70.0
211335760,2021-10-03 23:14:33,2021-10-03 23:17:37,0.051111111111111114,70.0
211335760,2021-10-03 23:47:59,2021-10-03 23:50:38,0.04416666666666667,70.0
211335760,2021-10-04 08:46:19,2021-10-04 08:47:37,0.021666666666666667,70.0
212348000,2021-10-13 12:54:03,2021-11-04 12:01:15,527.12,70.0
212348000,2021-11-06 01:58:29,2021-11-06 02:18:59,0.3416666666666667,70.0
212656000,2021-10-03 21:00:02,2021-10-03 22:20:22,1.3388888888888888,80.0
212656000,2021-10-04 18:01:07,2021-10-04 22:54:16,4.885833333333333,80.0
212656000,2021-10-04 22:55:07,2021-10-04 23:02:47,0.12777777777777777,80.0
212656000,2021-10-04 23:04:08,2021-10-04 23:08:48,0.07777777777777778,80.0
212656000,2021-10-04 23:10:07,2021-10-07 13:01:19,61.85333333333333,80.0
212656000,2021-10-07 13:43:29,2021-10-07 14:05:59,0.375,80.0
212714000,2021-10-16 10:41:54,2021-10-16 12:17:43,1.5969444444444445,70.0
215125000,2021-10-02 01:37:23,2021-10-02 02:45:15,1.1311111111111112,71.0
215125000,2021-10-02 03:00:04,2021-10-02 04:00:04,1.0,71.0
215125000,2021-10-02 08:14:35,2021-10-02 08:16:14,0.0275,71.0
215131000,2021-10-27 17:05:58,2021-11-01 13:56:27,116.84138888888889,79.0
215159000,2021-10-09 10:23:55,2021-10-09 12:13:15,1.8222222222222222,79.0
215159000,2021-10-11 02:17:23,2021-10-15 12:04:40,105.78805555555556,79.0
